julian_date,date,time,x,y,z,vx,vy,vz,range,radial_velocity
2460140.307314815,2023-Jul-14,19:22:32,79298.59088775076,387595.5689435282,25834.45860983722,9.64238033215977,-2.31998890880862,-12.037582003016176,396466.9101363992,-7.573871350708132
2460140.310787037,2023-Jul-14,19:27:32,79009.29563883947,387665.05658229627,25852.50740973715,9.643968635620004,-2.312520232017677,-12.027483498571948,396478.26804463187,-7.570006224195592
2460140.314259259,2023-Jul-14,19:32:32,78719.95282719145,387734.3201508471,25870.541057239552,9.645551181293156,-2.305050895016139,-12.01737880739962,396489.620154865,-7.566140684429586
2460140.317731482,2023-Jul-14,19:37:32,78430.56262553867,387803.3596294367,25888.55954306931,9.64712796928418,-2.297580901953861,-12.007267936085114,396500.96646647895,-7.562274731803536
2460140.321203704,2023-Jul-14,19:42:32,78141.1252066101,387872.17499844526,25906.56285796105,9.648698999700697,-2.290110256979822,-11.997150891215439,396512.3069788542,-7.558408366703404
2460140.324675926,2023-Jul-14,19:47:32,77851.64074313127,387940.76623837784,25924.550992659442,9.650264272652993,-2.282638964242109,-11.98702767937869,396523.6416913729,-7.554541589507816
2460140.328148148,2023-Jul-14,19:52:32,77562.10940782446,388009.13332986366,25942.523937919,9.651823788254031,-2.275167027887934,-11.976898307164056,396534.9706034169,-7.550674400588066
2460140.331620371,2023-Jul-14,19:57:32,77272.53137340839,388077.2762536564,25960.481684504048,9.653377546619431,-2.267694452063619,-11.966762781161824,396546.293714369,-7.546806800308098
2460140.335092593,2023-Jul-14,20:02:32,76982.90681259846,388145.19499063416,25978.424223188893,9.65492554786749,-2.260221240914604,-11.956621107963358,396557.61102361244,-7.542938789024426
2460140.338564815,2023-Jul-14,20:07:32,76693.23589810632,388212.8895217995,25996.35154475764,9.656467792119162,-2.252747398585438,-11.946473294161102,396568.9225305307,-7.539070367086268
2460140.342037037,2023-Jul-14,20:12:32,76403.51880264004,388280.3598282789,26014.26364000436,9.658004279498064,-2.245272929219786,-11.936319346348572,396580.22823450837,-7.535201534835502
2460140.345509259,2023-Jul-14,20:17:32,76113.7556989039,388347.6058913238,26032.160499732967,9.65953501013048,-2.237797836960423,-11.926159271120351,396591.5281349304,-7.531332292606692
2460140.348981482,2023-Jul-14,20:22:32,75823.94675959839,388414.62769230903,26050.04211475729,9.661059984145346,-2.230322125949231,-11.915993075072132,396602.8222311814,-7.527462640727004
2460140.352453704,2023-Jul-14,20:27:32,75534.09215742005,388481.4252127345,26067.908475901088,9.662579201674273,-2.222845800327202,-11.905820764800657,396614.11052264756,-7.523592579516354
2460140.355925926,2023-Jul-14,20:32:32,75244.19206506146,388547.998434224,26085.75957399787,9.664092662851509,-2.215368864234437,-11.895642346903724,396625.3930087155,-7.519722109287308
2460140.359398148,2023-Jul-14,20:37:32,74954.24665521113,388614.3473385253,26103.59539989129,9.665600367813981,-2.207891321810141,-11.885457827980208,396636.6696887713,-7.515851230345094
