julian_date,date,time,x,y,z,vx,vy,vz,range,radial_velocity
2460140.769111898,2023-Jul-15,06:27:31,-44701.97487982328,-387061.49447233294,-28189.26255084845,-3.755483483113103,-7.267222531336954,-4.953536303487214,390652.6610487541,7.594408496949495
2460140.77258412,2023-Jul-15,06:32:31,-45689.383726518965,-389448.4273161653,-28039.84430866473,-2.712130233194709,-8.657483095986933,-4.949659331248499,393120.6305870982,8.856518067460778
2460140.776056343,2023-Jul-15,06:37:31,-46246.889167447815,-392242.9436493881,-27897.29303590232,8.548731106546876,-9.904175860982296,-4.444926572486771,395943.8856190789,9.880132807469503
2460140.779528565,2023-Jul-15,06:42:31,-46124.17732372099,-395316.849079602,-27780.34186662693,1.756386843506504,-10.39982424634382,-3.231560874886199,398966.9137838897,10.07912267486629
2460140.783000787,2023-Jul-15,06:47:31,-45193.748076711876,-398357.2848072705,-27708.348166442098,4.358148510291536,-9.678031050831192,-1.539585895348181,401869.0754242666,9.092730421654787
2460140.786473009,2023-Jul-15,06:52:31,-43596.220982453466,-401042.4670651165,-27686.51413130629,6.123911185317436,-8.154310345201509,6.326477351106252,404354.094746633,7.427410227313066
2460140.789945231,2023-Jul-15,06:57:31,-41609.62010349856,-403243.98783053504,-27705.009099063613,6.996973964441164,-6.549954728044439,1.135014747124683,406330.70488926803,5.791423013780369
2460140.793417454,2023-Jul-15,07:02:31,-39454.1748458273,-404998.29342363006,-27750.57637920344,7.305207683972535,-5.194857588130908,1.846902942531419,407860.6919993589,4.464300714331427
2460140.796889676,2023-Jul-15,07:07:31,-37255.37057163139,-406389.71420861507,-27813.12191007761,7.32047625495052,-4.125537700133023,2.287342247950077,409040.501908276,3.447606869185721
2460140.800361898,2023-Jul-15,07:12:31,-35075.62232091953,-407497.14307610365,-27886.13473089482,7.195955833817455,-3.291465305579716,2.558265040703362,409953.4820032827,2.673459648390822
2460140.80383412,2023-Jul-15,07:17:31,-32943.9243926713,-408382.3159239974,-27965.57443874615,7.00892416827118,-2.63506337235794,2.724013032645347,410662.25960943464,2.076717920149984
2460140.807306343,2023-Jul-15,07:22:31,-30872.655847417052,-409091.31916682975,-28048.91622822449,6.797404373168529,-2.110464798525238,2.823338996582814,411212.3174204635,1.608507416957727
